spkid,ma,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H
3725657,107.2603799124904,"       (2015 OU78)",1.656798136598735,.516015241328727,8.448397808947401,127.9313716512331,101.7340684803469,.8018650463087537,2.511731226888717,2.1326156819341,31,6,20,,,22.2
3725756,15.63809078937094,"       (2015 OX78)",1.574852715695983,.3948913079336344,40.41556486605564,119.5507146613875,296.2374103815323,.9529570669919601,2.196748364400006,1.97636938483661,251,3,97,,,20.2
3724947,66.68503381990173,"       (2015 PC)",2.161670035072224,.7524931546723954,7.900211303821491,251.6674485656004,334.6735958070581,.5350281310199386,3.78831193912451,3.17828110434167,74,4,102,,,19.4
3724948,26.85707783166276,"       (2015 PD)",1.848560002107735,.6357054820206103,12.07594804759666,242.8591229924082,165.5737474344569,.6734202749238171,3.023699729291653,2.51338217087927,228,4,114,,,19.2
3724986,67.94854680151708,"       (2015 PK)",2.057647777513123,.6159407974199215,7.659879399068337,133.2538855324347,114.7140964301531,.790258564622361,3.325036990403885,2.95164929928962,1,7,26,,,28.1
3724987,57.0600099764245,"       (2015 PM)",1.30747773867997,.6328388821343495,7.466356987896292,181.1811973358747,244.179558838039,.4800549881181906,2.134900489241749,1.49506356275012,251,4,69,,,20.5
3725152,157.2231868826092,"       (2015 PK9)",1.207572784355871,.2343782908926891,11.12821144800887,316.2352761221979,296.8102656670868,.9245439390300166,1.490601629681726,1.32702216573052,37,2,261,1,1,23.7
3725153,38.82791167027978,"       (2015 PL9)",2.753563072065917,.6483236152367656,5.096812715274867,315.1526742595963,331.3670106049278,.9683631064016871,4.538763037730146,4.56931128392134,7,7,22,,,27.0
3725654,15.77343190009514,"       (2015 PR56)",2.44982843764233,.857274400872863,7.835703371118089,149.7763027136268,45.74865451492649,.3496532315211996,4.550003643763461,3.83452620186449,17,8,45,,,22.8
3725652,50.90671986199506,"       (2015 PS56)",1.232183127140503,.5198898641343176,6.555493044123041,134.5617229634621,70.65603666809936,.5915836085828284,1.872782645698178,1.36779524152095,10,8,24,,,24.0
3725653,41.42030938681827,"       (2015 PU56)",1.275864941591941,.2596339717437929,23.28727399108095,312.7153968676994,103.4660589821678,.9446070593977632,1.607122823786119,1.44117014985457,182,4,32,,,23.0
3725659,171.8818802373979,"       (2015 PA57)",1.189084653927001,.3585741955910628,2.058139102246966,279.5837906306963,305.0281399372757,.7627095806554492,1.615459727198553,1.29666373177446,26,6,58,,,24.5
3725760,24.82478843130383,"       (2015 PK57)",2.512204494416635,.6233453878689864,4.776132228385332,135.3473470785965,245.313531833584,.9462334094382869,4.078175579394983,3.98190307621823,28,6,33,,,24.7
3725757,202.694891041417,"       (2015 PL57)",1.120459558008336,.1440760639370375,1.630394912150193,112.6349587578092,115.2418697121405,.9590281550898624,1.28189096092681,1.18604858789651,64,4,46,,,25.7
3725759,11.64772811669664,"       (2015 PM57)",2.201799643264186,.7365714446337333,17.39344382722456,112.9346727333992,341.8125654673905,.580016899231046,3.823582387297326,3.2671938115132,252,3,68,,,18.6
3725969,46.74233343816734,"       (2015 PS227)",1.722350019179643,.4189993157332013,6.724561167301971,158.3863761671535,213.057382517937,1.000686539690307,2.44401349866898,2.2604261539233,29,7,37,,,24.4
3725972,30.62149364897765,"       (2015 PT227)",2.395352358463031,.5906128080450772,1.419616443605548,28.63620148264295,334.1313955888175,.9806265757737819,3.810078141152279,3.70733911741547,11,7,23,,,23.9
3725974,131.1575571735927,"       (2015 PU227)",1.337255698808149,.3240877091146268,3.837803674818076,317.412212460743,298.9355733333849,.9038675628809363,1.770643834735361,1.54642865429911,23,6,41,,,26.7
3725976,342.3173381196553,"       (2015 PW227)",1.820550911831174,.4705636101429437,7.532053871142414,134.4802034940892,237.8056922159565,.9638659023108691,2.67723592135148,2.45647554547446,11,8,13,,,25.6
3725977,332.1046444786136,"       (2015 PC228)",1.531790776892542,.5010745963816492,12.36151355346768,319.7993509368066,141.4501627735628,.7642493316199785,2.299332222165105,1.89586486296639,246,4,23,,,19.4
3725980,209.3572087501658,"       (2015 PG228)",1.144499853652945,.51860231145528,25.76838373686749,308.652467559348,230.8137226356028,.550959584088298,1.738040123217592,1.22442394598611,10,7,29,,,22.0
3726014,3.581222190915313,"       (2015 PR228)",2.605588218360134,.6848224135986638,7.237430552953485,321.3671749491951,106.2591255576454,.8212230058185047,4.389953430901763,4.20597682118619,269,4,141,,,19.8
3726012,208.738953624669,"       (2015 PS228)",1.056703471706591,.08391742235780063,.4388830458906941,272.8696409254965,327.42441358,.9680276401644343,1.145379303248747,1.0862702952894,34,4,38,,,28.8
3726015,61.08957720834895,"       (2015 PU228)",2.28152711788157,.7899246373268995,9.444134950338112,301.9641246486522,271.4689565061504,.4792926367374844,4.083761599025656,3.4462490144,59,5,164,,,20.3
3726021,89.6856878943484,"       (2015 PZ228)",1.811388253420136,.7184069077690831,47.60700673438127,342.3103334205861,248.077494572777,.5100744195113357,3.112702087328935,2.43795408934836,82,4,134,,,18.2
3726386,11.3071796996427,"       (2015 PP291)",2.384777716109721,.7798336530755379,16.27626363422205,98.50655885842967,309.7906169344934,.5250477979827394,4.244507634236704,3.68281632509557,224,4,86,,,18.1
3726447,28.13431006465177,"       (2015 PL307)",1.60402626577283,.4852718090178466,5.196252262790437,128.8793034267855,117.0218690603561,.8256375380691078,2.382414993476553,2.03154017673223,10,8,9,,,25.7
3726510,344.4322431523493,"       (2015 PM307)",2.198553102675257,.8617140535107264,8.056474701183957,142.1361830193669,319.1222013493145,.3040289967103771,4.093077208640137,3.2599702889004,11,9,20,,,21.7
3726594,197.3745498301341,"       (2015 PN307)",1.460517915230807,.5415384689383553,31.03052239374115,325.6757501655223,190.1187096169739,.669591279559677,2.251444550901936,1.76509683044653,85,4,22,,,19.3
3732687,335.4833229412604,"       (2015 PE312)",1.717974561855045,.5516074805517966,7.491469624690001,137.3385673399705,260.7620046116559,.7703269421381067,2.665622181571983,2.25181804812991,1,9,6,,,23.351
3726424,75.43289367506166,"       (2015 QE)",1.047591154149979,.5613896497183147,13.96025455406199,140.0922881385125,42.99535138687299,.4594843230737172,1.635697985226241,1.07224970678195,2,8,13,,,23.1
3726425,94.81724670622958,"       (2015 QG)",1.571254908256684,.3922776810709175,20.04318440699988,322.5696444704331,313.6372328352423,.9548866764744546,2.187623140038912,1.96960062441155,8,7,78,,,23.8
3726446,86.30802714861366,"       (2015 QH3)",1.251693100265462,.1935417155609101,11.87623096822009,327.7662344094214,23.34341525819698,1.00943827028433,1.493947930246594,1.40040931112257,6,6,57,,,27.0
3726512,49.19561734921496,"       (2015 QN3)",2.491839105738973,.9177476942075817,19.97279364111696,153.1980013268518,31.34312579535568,.2049595121107481,4.778718699367198,3.93358190976994,20,6,190,,,19.5
3726513,19.21796757921946,"       (2015 QO3)",2.258212872361111,.8535481680610625,9.884223490036902,160.2715722205641,306.8429952816237,.3307194120653748,4.185706332656848,3.39355990694385,55,5,169,,,19.4
3726596,32.24651091898891,"       (2015 QR3)",1.018872097376539,.09101458813680989,12.89087883488961,144.6133601059878,299.6421720301724,.926139873069726,1.111604321683353,1.02846071119112,15,6,39,,,25.7
3726597,28.93987657176715,"       (2015 QT3)",2.152259041091347,.8015072391550068,5.050455890878562,153.6505541623569,288.4497798683327,.4272078391198192,3.877310243062875,3.15754838000209,7,3,156,3,2,24.0
3726656,55.08894974867742,"       (2015 QW8)",2.329040021997195,.5888460796435386,5.890495555050187,317.8543915868149,311.8155200254359,.9575939357112458,3.700486108283144,3.55445998526834,17,7,25,,,23.3
3726652,331.9583677430131,"       (2015 QX8)",1.53793007275398,.4084529660405293,6.973610282169212,155.2978874374716,241.6397332753865,.90975797297469,2.166102172533271,1.90727398948726,14,8,20,,,24.4
3726653,112.8680030927486,"       (2015 QY8)",1.291723419004342,.2240711500551149,7.424585378221701,326.1595541766636,336.5136654410076,1.002285466954914,1.58116137105377,1.46812320254231,5,6,23,,,27.8
3726658,86.90521600550441,"       (2015 QB9)",1.708657912987653,.5930986637775018,7.171539648987899,156.974302858716,88.40822175844188,.6952551879418211,2.722060638033485,2.23352534776237,15,7,75,,,24.0
3726669,61.33841840183981,"       (2015 QK9)",1.366174370900239,.3160944826493689,31.56933643317963,148.1635473208957,232.5137884902447,.9343341899217008,1.798014551878777,1.59686206153425,3,7,43,,,25.0
