id,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H
a0001082,"  1082 Pirola (1927 UC)",3.122160287459835,.1810742370817428,1.85234797912557,148.0094957846559,187.396603185543,2.55681749536113,3.687503079558539,5.51684770639099,32227,0,2392,,,10.41
a0001093,"  1093 Freda (1925 LA)",3.13083010347974,.270784713168955,25.21022361012217,55.62905434275897,251.5216548339004,2.283049171928249,3.978611035031231,5.53984295932217,31804,0,1600,,,8.83
a0001102,"  1102 Pepita (1928 VA)",3.069714209142177,.1129743185806578,15.78955427558243,216.7020156878847,115.6355008218736,2.722915338126977,3.416513080157377,5.37842502526353,31025,0,1488,,,9.40
a0001277,"  1277 Dolores (1933 HA)",2.698677913107649,.2387323082953227,6.964644497562491,247.1623285687167,47.03512708172096,2.054416305565856,3.342939520649442,4.43337822887409,30218,0,1901,,,11.05
a0001445,"  1445 Konkolya (1938 AF)",3.128008506639777,.1791982509013845,2.279086038047073,89.06297956482454,273.349571583454,2.567474853445277,3.688542159834276,5.53235564101536,23222,0,1871,,,11.84
a0001580,"  1580 Betulia (1950 KA)",2.197245445099418,.4874922716586908,52.08153892643608,62.30238028514641,159.4701716772077,1.126105271676191,3.268385618522644,3.2570622689163,23791,0,996,5,6,14.8
a0001606,"  1606 Jekhovsky (1950 RH)",2.687993210205506,.3180730803355805,7.718308556107398,190.3495018448653,142.9867737394292,1.833014929914315,3.542971490496697,4.40707512054971,39966,0,1569,,,12.17
a0001625,"  1625 The NORC (1953 RB)",3.191473956215888,.2288555682247506,15.55560488609809,320.7982817606236,286.1339821882283,2.461087370491609,3.921860541940168,5.70157917316276,36798,0,1424,,,10.34
a0001639,"  1639 Bower (1951 RB)",2.571558638851801,.1509071496483391,8.440161157549266,324.2029106683466,106.4171021945637,2.183492054509113,2.959625223194489,4.12384990670421,39660,0,1345,,,10.98
a0001794,"  1794 Finsen (1970 GA)",3.131996572513699,.1508335960742785,14.57756543462687,221.0793745094512,340.6920399670365,2.659586266589143,3.604406878438255,5.54293925818579,23807,0,1452,,,11.08
a0001931,"  1931 Capek (1969 QB)",2.542928337716442,.2718163770649702,8.253607778125328,182.4552844084784,164.0797369176692,1.851718769822511,3.234137905610372,4.05517298020143,17010,0,1367,,,13.0
a0001963,"  1963 Bezovec (1975 CB)",2.421925401086051,.2102933410864339,25.05104180735091,106.9175002119109,355.7108043175601,1.912610616629564,2.931240185542539,3.76920141431879,15015,0,1305,,,10.91
a0002100,"  2100 Ra-Shalom (1978 RA)",.8320233319213325,.4365418005751031,15.75619549354547,170.8883729377913,355.9791850475803,.4688103684838973,1.195236295358768,0.758947019798869,13902,0,1310,4,2,16.05
a0002379,"  2379 Heiskanen (1941 ST)",3.165736178905396,.2762653573461907,.4694128167950004,151.3020178208856,177.0248280851692,2.291152942176333,4.04031941563446,5.63274747419134,27170,0,1937,,,10.90
a0002407,"  2407 Haug (1973 DH)",2.920801079406564,.222317357321846,2.47402376995309,342.229530731664,10.285585838146,2.271456302170102,3.570145856643026,4.99184593288039,31224,0,1444,,,10.77
a0276049,"276049 (2002 CE26)",2.234153834501613,.5599312637299741,47.30015488107184,161.9252279339401,228.0506929035042,.9831812545819572,3.485126414421268,3.33947204679119,5214,0,1612,7,0,16.8
